revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:04:44,4.353404,52.015179,4.375310,52.010779,A=2,300,600,44864987,610474649,A,
2017-10-10 00:02:21,4.332671,51.984598,4.349115,52.014803,A=1,300,600,4256615961,1620137062,A,
2017-10-10 00:07:52,4.367308,52.002147,4.354939,52.017624,A=1,300,600,4300794720,1371031431,A,
2017-10-10 00:04:37,4.341732,51.987327,4.380072,51.997822,A=3,300,600,1608998232,1433963028,A,
2017-10-10 00:02:51,4.380072,51.997822,4.334917,52.012459,A=3,300,600,1433963028,1435362498,B,
2017-10-10 00:08:53,4.379594,52.001207,4.382955,52.004323,A=2,300,600,2947517858,44816479,B,
2017-10-10 00:06:48,4.335743,51.993729,4.379179,52.008831,A=5,300,600,44770870,610995139,B,
2017-10-10 00:04:43,4.361994,52.008409,4.377691,52.000324,A=4,300,600,44836973,44800087,B,
2017-10-10 00:01:58,4.347417,52.011859,4.345945,52.005085,A=5,300,600,44851133,44820007,B,
2017-10-10 00:09:06,4.350788,52.014662,4.333542,52.009414,A=5,300,600,5124633572,44841167,B,
2017-10-10 00:08:43,4.356722,51.986048,4.355131,52.023921,A=4,300,600,3709850021,44901784,B,
2017-10-10 00:01:53,4.332522,52.011712,4.366850,51.985238,A=1,300,600,44851129,2381861260,B,
2017-10-10 00:07:48,4.337808,51.980189,4.358336,51.982197,A=3,300,600,44706725,44715984,B,
2017-10-10 00:01:51,4.381588,51.979196,4.379908,51.981303,A=4,300,600,1433962583,2047160810,B,
2017-10-10 00:02:23,4.338321,52.006173,4.340246,52.008087,A=2,300,600,44825524,1435362415,B,
2017-10-10 00:00:30,4.330212,52.009269,4.333444,52.008748,A=3,300,600,1803176517,336522727,B,
2017-10-10 00:02:22,4.355045,51.989010,4.354425,51.989981,A=2,300,600,1571087635,44753501,C,
2017-10-10 00:08:49,4.349512,51.984489,4.366026,51.981096,A=4,300,600,1584596401,1519889813,C,
2017-10-10 00:05:07,4.357418,51.983516,4.348012,51.980369,A=5,300,600,44722232,1448535750,C,
2017-10-10 00:02:13,4.336147,52.011917,4.330118,52.007299,A=3,300,600,44852049,2670677182,C,
