revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.344274,52.013479,4.358627,52.021168,A=1,300,600,4266791030,44888946,C,
2017-10-10 00:01,4.358866,52.021063,4.353162,52.005043,A=3,300,600,3669218076,44819450,C,
2017-10-10 00:02,4.372330,52.013739,4.373274,52.006035,A=1,300,600,44859610,5171875765,C,
2017-10-10 00:03,4.375099,52.012530,4.364997,52.008520,A=1,300,600,44854747,2587864254,C,
2017-10-10 00:03,4.382465,51.994420,4.366360,51.982762,A=1,300,600,1402667954,1570983231,C,
2017-10-10 00:03,4.358966,52.007557,4.344113,51.984846,A=5,300,600,4564972422,4176994573,C,
2017-10-10 00:04,4.347397,52.014083,4.344414,51.985580,A=1,300,600,1620223996,4474353180,C,
2017-10-10 00:04,4.355754,52.006685,4.354748,51.996812,A=5,300,600,3773543334,626009978,C,
2017-10-10 00:04,4.362363,51.983675,4.364874,52.016847,A=2,300,600,44723198,1575265415,C,
2017-10-10 00:05,4.381779,52.006017,4.362935,51.988555,A=5,300,600,503608252,1402734682,C,
2017-10-10 00:06,4.352265,52.017849,4.349527,51.979289,A=5,300,600,2323108543,44701825,C,
2017-10-10 00:07,4.355802,51.987039,4.354481,51.992243,A=2,300,600,44739609,44763561,C,
2017-10-10 00:07,4.348518,52.000586,4.349115,52.014803,A=3,300,600,1413910858,1620137062,C,
2017-10-10 00:08,4.381824,51.994993,4.365130,52.008693,A=4,300,600,44776722,44838418,C,
2017-10-10 00:08,4.347329,51.981225,4.369324,52.011362,A=4,300,600,1448535754,1413911066,C,
2017-10-10 00:08,4.344439,51.985764,4.350115,52.008122,A=4,300,600,1402771629,44835265,C,
2017-10-10 00:09,4.375862,52.007132,4.343792,51.999890,A=1,300,600,44831011,643586473,C,
2017-10-10 00:10,4.366849,52.014544,4.353294,52.017477,A=1,300,600,3669138213,1371031395,C,
2017-10-10 00:10,4.346856,52.007780,4.353196,52.016956,A=1,300,600,44833576,1505631026,C,
2017-10-10 00:11,4.373826,52.014745,4.347542,52.011871,A=3,300,600,1402598684,44851588,C,
2017-10-10 00:12,4.367392,52.014681,4.361556,51.984959,A=5,300,600,3669138220,1667696847,B,
2017-10-10 00:13,4.380792,52.002801,4.337025,52.009142,A=1,300,600,44811259,44839997,B,
2017-10-10 00:13,4.376321,51.986826,4.352644,52.006946,A=4,300,600,5367691049,44829651,B,
2017-10-10 00:14,4.336475,51.981748,4.363621,52.027758,A=5,300,600,1774593300,1402613323,B,
