revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.356000,52.020100,4.346884,52.013852,A=1,300,600,44884491,1615493865,C,
2017-10-10 00:00,4.342199,52.013233,4.353882,52.000999,A=5,300,600,44857685,1571092666,C,
2017-10-10 00:01,4.374182,52.007255,4.335914,51.995718,A=4,300,600,44831440,44779306,C,
2017-10-10 00:02,4.342439,51.993400,4.358116,52.014166,A=5,300,600,44769389,549099463,C,
2017-10-10 00:02,4.364780,52.018078,4.338682,51.987252,A=2,300,600,44876980,1608998226,B,
2017-10-10 00:02,4.332150,51.991344,4.339560,52.006314,A=5,300,600,1516978187,1435362342,B,
2017-10-10 00:02,4.381530,52.006425,4.363483,51.982299,A=3,300,600,1410536895,1570983104,B,
2017-10-10 00:03,4.351846,51.998100,4.350917,52.010332,A=2,300,600,4124549374,44844876,B,
2017-10-10 00:04,4.360945,51.987866,4.356293,52.024437,A=4,300,600,1402734577,44904065,B,
2017-10-10 00:05,4.356394,52.019907,4.344495,51.985939,A=1,300,600,44884119,1402771640,B,
2017-10-10 00:05,4.355338,52.017268,4.359358,51.983185,A=3,300,600,44873989,44720722,B,
2017-10-10 00:05,4.351270,52.006748,4.367745,52.013515,A=1,300,600,44828699,1413911080,B,
2017-10-10 00:06,4.363270,52.003358,4.360024,51.988843,A=3,300,600,44812871,1402734736,B,
2017-10-10 00:06,4.354481,52.004949,4.347613,52.006860,A=2,300,600,3581094285,44829650,B,
2017-10-10 00:07,4.357907,52.016355,4.377461,52.002579,A=4,300,600,44869806,44810363,B,
2017-10-10 00:08,4.355260,52.003197,4.336825,51.983374,A=4,300,600,3420136000,1448535790,B,
2017-10-10 00:09,4.355911,51.982647,4.353064,52.002046,A=3,300,600,44718339,4300758655,A,
2017-10-10 00:09,4.364414,52.004414,4.373274,52.006035,A=4,300,600,1569647863,5171875765,A,
2017-10-10 00:10,4.363523,52.004393,4.363270,52.003358,A=2,300,600,1569647891,44812871,A,
2017-10-10 00:10,4.352460,51.984005,4.359480,51.981662,A=4,300,600,1583992763,1668136737,A,
