revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:09,4.351600,51.992100,4.365437,52.015522,A=3,300,600,44763127,1575265302,C,
2017-10-10 00:16,4.357116,52.020162,4.360464,52.015219,A=4,300,600,44884493,44864991,C,
2017-10-10 00:23,4.357116,52.020162,4.352214,51.997847,A=5,300,600,44884493,1474883280,C,
2017-10-10 00:33,4.354307,51.994434,4.346963,51.995698,A=5,300,600,1421472390,1258470848,C,
2017-10-10 00:43,4.357116,52.020162,4.347760,52.000461,A=4,300,600,44884493,1413910857,C,
2017-10-10 00:52,4.354281,52.015493,4.358623,52.021100,A=5,300,600,663333161,3669218081,C,
2017-10-10 01:01,4.337585,51.980708,4.359557,51.991192,A=1,300,600,1774593290,44759037,C,
2017-10-10 01:09,4.351158,51.999361,4.355466,52.020708,A=5,300,600,44795675,44887251,C,
2017-10-10 01:14,4.364855,51.985338,4.355409,51.992379,A=1,300,600,44732933,1571087942,C,
2017-10-10 01:23,4.353330,52.023119,4.360699,51.987791,A=5,300,600,44897958,1571087436,C,
2017-10-10 01:33,4.356371,52.019847,4.352041,52.021828,A=2,300,600,44883814,44891902,C,
2017-10-10 01:39,4.352130,52.020744,4.359185,51.988875,A=5,300,600,44887249,1402734754,C,
2017-10-10 01:47,4.349884,51.997360,4.353943,52.000928,A=1,300,600,1571091619,3377240340,C,
2017-10-10 01:57,4.341170,51.981915,4.367264,52.012132,A=3,300,600,1566353819,44852792,C,
2017-10-10 02:02,4.353330,52.023119,4.365173,52.009658,A=2,300,600,44897958,2612573901,C,
2017-10-10 02:10,4.354882,52.010016,4.360973,52.019855,A=3,300,600,4261101624,2860384766,C,
2017-10-10 02:16,4.336825,51.983374,4.355627,52.020494,A=5,300,600,1448535790,3669218071,C,
2017-10-10 02:24,4.355343,52.020632,4.352211,52.016669,A=5,300,600,1413911141,44871801,C,
2017-10-10 02:32,4.365437,52.015522,4.375469,52.011235,A=4,300,600,1575265302,618269390,C,
2017-10-10 02:40,4.354586,51.997107,4.352232,51.987230,A=1,300,600,626009950,1402771664,C,
2017-10-10 02:48,4.354232,52.024019,4.354799,52.008849,A=4,300,600,44902395,4261101419,B,
2017-10-10 02:55,4.352261,52.016622,4.362578,52.019122,A=2,300,600,44871340,44880453,B,
2017-10-10 03:01,4.348107,51.996317,4.367079,51.985342,A=5,300,600,1558185453,2381861262,B,
2017-10-10 03:10,4.364853,51.989235,4.358891,52.022135,A=2,300,600,1402734813,365993503,B,
2017-10-10 03:17,4.363563,51.988980,4.345474,51.995753,A=4,300,600,669745892,1258470957,B,
2017-10-10 03:27,4.366815,51.985305,4.355683,52.007900,A=4,300,600,1402734468,4301397897,B,
2017-10-10 03:35,4.366267,52.017681,4.353908,52.021422,A=1,300,600,44875062,3669218091,B,
2017-10-10 03:42,4.366791,52.014604,4.355683,52.007900,A=3,300,600,3669138217,4301397897,B,
2017-10-10 03:49,4.355754,52.006685,4.353276,51.996191,A=4,300,600,3773543334,4254316803,B,
2017-10-10 03:55,4.354884,52.008871,4.381874,52.007845,A=5,300,600,4261101421,44834972,B,
2017-10-10 04:02,4.353264,52.001356,4.357960,52.021916,A=5,300,600,1576641163,44892459,B,
2017-10-10 04:11,4.359996,52.019832,4.358512,51.989175,A=3,300,600,44883632,1402734804,B,
2017-10-10 04:17,4.357116,52.020162,4.351938,52.016533,A=5,300,600,44884493,44870886,B,
2017-10-10 04:27,4.354783,52.019978,4.354276,52.010631,A=2,300,600,44884118,5119770538,B,
2017-10-10 04:36,4.359047,52.018462,4.355466,52.020708,A=4,300,600,44878166,44887251,B,
2017-10-10 04:44,4.354009,52.021480,4.351986,52.016751,A=4,300,600,44890549,2323108182,B,
2017-10-10 04:52,4.343268,51.985077,4.363736,52.014323,A=2,300,600,1518087878,479575362,B,
2017-10-10 04:59,4.354276,52.010631,4.335342,51.984505,A=4,300,600,5119770538,1402771568,B,
2017-10-10 05:08,4.352211,52.016669,4.358919,51.989313,A=1,300,600,44871801,1402734822,B,
2017-10-10 05:15,4.363829,52.015848,4.353404,52.015179,A=2,300,600,1575265336,44864987,B,
2017-10-10 05:22,4.364900,52.017140,4.348288,51.979857,A=2,300,600,44873232,1448535745,B,
2017-10-10 05:31,4.356801,51.992703,4.364027,52.012160,A=2,300,600,1421472381,1530303662,B,
2017-10-10 05:37,4.356333,52.022657,4.368061,51.983091,A=5,300,600,44895558,1448535785,B,
2017-10-10 05:43,4.355683,52.007900,4.344220,51.987379,A=1,300,600,4301397897,1608998234,B,
2017-10-10 05:52,4.364855,51.985338,4.375343,52.004790,A=3,300,600,44732933,44817969,B,
2017-10-10 05:57,4.354668,52.021759,4.367228,51.985378,A=2,300,600,44891422,1965457552,B,
2017-10-10 06:03,4.362495,52.018585,4.330242,52.008711,A=2,300,600,44878923,1805100645,B,
2017-10-10 06:11,4.359644,52.017996,4.356269,51.983440,A=1,300,600,44876218,44724352,B,
2017-10-10 06:19,4.361774,52.019190,4.343268,51.985077,A=3,300,600,3669180600,1518087878,B,
2017-10-10 06:26,4.357183,52.019669,4.347724,52.007016,A=1,300,600,44883032,339548365,B,
2017-10-10 06:34,4.334820,52.012567,4.358703,52.004748,A=1,300,600,1436427197,4617340527,B,
2017-10-10 06:40,4.367308,52.002147,4.349295,51.988409,A=4,300,600,4300794720,1679761050,B,
2017-10-10 06:49,4.358043,52.014225,4.377754,52.002136,A=1,300,600,1530303715,44808047,B,
2017-10-10 06:54,4.372614,52.006119,4.380707,51.986670,A=4,300,600,4407956433,1622638177,B,
2017-10-10 07:01,4.379516,51.997673,4.351491,52.011204,A=3,300,600,44788098,44848878,B,
2017-10-10 07:11,4.377754,52.002136,4.336878,52.009881,A=3,300,600,44808047,44843109,B,
2017-10-10 07:16,4.357441,51.999214,4.338533,51.996459,A=5,300,600,3216669367,4968645028,B,
2017-10-10 07:24,4.348587,51.979144,4.357897,51.981241,A=1,300,600,1448535729,1668136732,B,
2017-10-10 07:33,4.368959,52.006642,4.344762,51.985983,A=2,300,600,1410536997,1510591940,B,
2017-10-10 07:42,4.373850,52.012622,4.336573,52.000286,A=4,300,600,2558916191,1552650765,B,
2017-10-10 07:48,4.327756,52.010884,4.338551,52.013430,A=3,300,600,2381851920,1413911073,B,
2017-10-10 07:57,4.352148,52.003060,4.342504,52.006544,A=3,300,600,4349049085,564923555,B,
2017-10-10 08:04,4.371702,52.008695,4.381530,52.006425,A=4,300,600,44838049,1410536895,B,
2017-10-10 08:10,4.336861,51.989139,4.341065,52.002639,A=4,300,600,1584013869,565046993,B,
2017-10-10 08:16,4.378708,51.998843,4.372242,51.990921,A=4,300,600,44793238,44757714,B,
2017-10-10 08:23,4.366242,51.984144,4.361009,51.981295,A=3,300,600,44725075,44711991,B,
2017-10-10 08:28,4.355834,52.017705,4.356601,52.015428,A=1,300,600,44875431,44866152,B,
2017-10-10 08:35,4.375664,52.004104,4.375340,52.007170,A=3,300,600,44814942,44831010,B,
2017-10-10 08:40,4.332961,52.009896,4.342528,52.001806,A=3,300,600,1436427114,561617647,B,
2017-10-10 08:47,4.364176,52.008161,4.365430,52.007741,A=5,300,600,1413911044,44833183,B,
2017-10-10 08:57,4.342909,52.014221,4.341732,51.987327,A=2,300,600,588465822,1608998232,B,
2017-10-10 09:03,4.341579,52.009382,4.338260,52.010449,A=5,300,600,2160291049,509292974,B,
2017-10-10 09:12,4.349822,52.002066,4.343912,51.987646,A=5,300,600,44807530,44742346,B,
2017-10-10 09:19,4.374066,51.996503,4.377200,52.009040,A=4,300,600,44783350,44839614,B,
2017-10-10 09:25,4.363483,51.982299,4.349527,51.979289,A=1,300,600,1570983104,44701825,B,
2017-10-10 09:35,4.376910,51.987381,4.378708,51.998843,A=5,300,600,504737345,44793238,B,
2017-10-10 09:41,4.376573,52.011243,4.377906,52.007992,A=3,300,600,2804814348,44834686,B,
2017-10-10 09:50,4.341498,52.013168,4.351341,52.004756,A=1,300,600,1449050806,44817944,B,
2017-10-10 09:58,4.340459,52.011661,4.345946,52.003923,A=4,300,600,44850689,44814377,B,
2017-10-10 10:05,4.380006,52.006695,4.385952,51.989351,A=4,300,600,1851746595,735308408,B,
2017-10-10 10:13,4.349202,52.011088,4.351491,52.011204,A=4,300,600,44847929,44848878,A,
2017-10-10 10:20,4.343244,51.980600,4.344697,51.979253,A=4,300,600,1566353670,1830058780,A,
2017-10-10 10:27,4.338299,52.008314,4.335127,52.012261,A=2,300,600,44836371,44853253,A,
2017-10-10 10:33,4.370972,52.003574,4.372862,52.006292,A=1,300,600,1382111428,5171875774,A,
2017-10-10 10:43,4.354770,52.024299,4.356293,52.024437,A=4,300,600,44903295,44904065,A,
2017-10-10 10:49,4.337055,52.013028,4.342833,51.992492,A=4,300,600,44856852,1833104239,A,
2017-10-10 10:58,4.368207,52.014906,4.371351,52.014907,A=5,300,600,2804747839,44864084,A,
2017-10-10 11:03,4.345900,52.007600,4.349756,52.004694,A=4,300,600,44832709,44817942,A,
2017-10-10 11:09,4.361959,51.985887,4.344414,51.985580,A=4,300,600,44734216,4474353180,A,
2017-10-10 11:14,4.360797,52.013560,4.360954,52.014771,A=2,300,600,44859202,549099496,A,
2017-10-10 11:22,4.357257,51.981133,4.344723,51.979198,A=4,300,600,1668136731,1830058778,A,
2017-10-10 11:28,4.366799,51.983752,4.342950,51.983113,A=5,300,600,44723646,1519889977,A,
2017-10-10 11:36,4.368396,51.981441,4.356076,51.985062,A=1,300,600,4810005054,1668136752,A,
2017-10-10 11:42,4.370087,52.015772,4.371351,52.014907,A=2,300,600,44867552,44864084,A,
2017-10-10 11:48,4.381346,52.002203,4.364997,52.000790,A=5,300,600,44808596,44801590,A,
2017-10-10 11:58,4.351723,52.004408,4.351116,52.003466,A=5,300,600,44816467,44813102,A,
2017-10-10 12:03,4.343457,51.977697,4.350814,51.984192,A=2,300,600,44693494,1584637105,A,
