revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:09,4.351986,52.016751,4.338654,51.996190,A=4,300,600,2323108182,4968645027,C,
2017-10-10 00:18,4.339124,52.008087,4.345946,52.003923,A=1,300,600,1435362416,44814377,C,
2017-10-10 00:25,4.366175,52.004329,4.349717,52.010664,A=2,300,600,44815831,44846571,C,
2017-10-10 00:33,4.363380,52.007487,4.378664,52.001106,A=5,300,600,1413911023,2947517838,C,
2017-10-10 00:41,4.379382,51.981170,4.342350,51.996069,A=4,300,600,2047160808,645582410,C,
2017-10-10 00:47,4.335393,52.013216,4.355409,51.992379,A=4,300,600,44857676,1571087942,C,
2017-10-10 00:55,4.365408,51.982541,4.357056,51.999963,A=5,300,600,1570983154,44798266,C,
2017-10-10 01:05,4.345405,52.014588,4.376674,52.002686,A=3,300,600,44862985,582518307,C,
2017-10-10 01:10,4.353737,52.010841,4.374197,52.006188,A=1,300,600,44847481,4486831034,C,
2017-10-10 01:15,4.342833,51.992492,4.345573,51.987563,A=4,300,600,1833104239,1515821435,C,
2017-10-10 01:24,4.351821,51.983495,4.356956,51.983439,A=1,300,600,1584636979,44722228,B,
2017-10-10 01:29,4.354778,52.009167,4.348012,51.980369,A=5,300,600,4261101530,1448535750,B,
2017-10-10 01:38,4.358001,51.981344,4.346805,52.010628,A=1,300,600,1668136733,1436427147,B,
2017-10-10 01:43,4.357960,52.005251,4.368864,52.010272,A=1,300,600,5319999941,1436427122,B,
2017-10-10 01:50,4.341187,51.992822,4.370359,52.010330,A=5,300,600,1833104248,1413911059,B,
2017-10-10 01:56,4.357743,52.026742,4.338150,52.009619,A=5,300,600,664248902,44841998,B,
2017-10-10 02:05,4.352647,52.021834,4.353330,52.023119,A=3,300,600,44891906,44897958,B,
2017-10-10 02:12,4.358971,52.017860,4.334827,52.010053,A=1,300,600,44875781,1435362459,B,
2017-10-10 02:18,4.343150,51.982573,4.340802,51.979488,A=1,300,600,446772563,44703099,B,
2017-10-10 02:24,4.352610,51.985412,4.341732,51.987327,A=5,300,600,253143148,1608998232,B,
2017-10-10 02:32,4.376321,52.007972,4.364737,51.989133,A=1,300,600,44834683,1402734794,B,
2017-10-10 02:39,4.333759,52.014240,4.357418,51.983516,A=3,300,600,1435362531,44722232,B,
2017-10-10 02:48,4.337197,51.999527,4.335236,51.984491,A=5,300,600,1552650460,1402771566,B,
2017-10-10 02:54,4.356801,51.992703,4.338005,51.993061,A=2,300,600,1421472381,44768025,B,
2017-10-10 03:01,4.340186,51.988409,4.336900,51.982298,A=5,300,600,1608998297,1774593301,B,
2017-10-10 03:08,4.364254,51.983087,4.357034,52.010082,A=5,300,600,2165169376,1391417267,B,
2017-10-10 03:13,4.350106,52.007511,4.352055,51.998122,A=3,300,600,1508965073,2595466387,B,
2017-10-10 03:23,4.345991,51.998990,4.331244,52.010493,A=5,300,600,1584502822,44845256,B,
2017-10-10 03:32,4.329548,52.009849,4.370551,52.010493,A=1,300,600,1803176443,4552156190,B,
2017-10-10 03:40,4.345991,51.998990,4.343489,52.014808,A=2,300,600,1584502822,44863340,B,
2017-10-10 03:46,4.332327,51.990950,4.342676,52.001652,A=4,300,600,1516978145,1413910876,B,
2017-10-10 03:52,4.360584,51.985005,4.346709,51.982068,A=2,300,600,1583992770,99148648,B,
2017-10-10 03:58,4.361280,52.013653,4.358971,52.013457,A=4,300,600,44859203,44858422,B,
2017-10-10 04:06,4.350191,51.982724,4.337938,51.991647,A=1,300,600,1566353921,1568976292,B,
2017-10-10 04:13,4.343482,51.986546,4.345446,51.983520,A=5,300,600,1833104084,1519890027,B,
2017-10-10 04:21,4.349796,51.978671,4.358866,52.021063,A=2,300,600,1668136715,3669218076,B,
2017-10-10 04:27,4.349796,51.978671,4.387854,51.996828,A=1,300,600,1668136715,1402668039,B,
2017-10-10 04:37,4.360684,51.987115,4.344675,52.013093,A=3,300,600,44740051,44857290,B,
2017-10-10 04:46,4.336283,51.985915,4.347229,51.985189,A=4,300,600,1608998178,1448535839,B,
2017-10-10 04:54,4.329548,52.009849,4.339269,51.983191,A=1,300,600,1803176443,44720695,B,
2017-10-10 05:02,4.351830,52.014965,4.365354,52.000316,A=3,300,600,1576726293,736792564,A,
2017-10-10 05:09,4.350106,52.007511,4.362043,52.003304,A=1,300,600,1508965073,44812870,A,
2017-10-10 05:19,4.361800,52.010100,4.338174,51.981443,A=3,300,600,44844080,1448535764,A,
2017-10-10 05:25,4.353276,51.996191,4.364679,52.016707,A=3,300,600,4254316803,3669167311,A,
2017-10-10 05:33,4.342764,51.978202,4.342960,51.992210,A=5,300,600,1668136707,44763124,A,
2017-10-10 05:39,4.338882,51.994608,4.339306,51.993564,A=1,300,600,1469510009,44769963,A,
2017-10-10 05:49,4.358674,52.026007,4.356876,52.025123,A=2,300,600,365993519,44907334,A,
2017-10-10 05:58,4.338882,51.994608,4.339306,51.993564,A=2,300,600,1469510009,44769963,A,
2017-10-10 06:07,4.364520,51.996555,4.366988,51.996430,A=1,300,600,1584013994,44782877,A,
2017-10-10 06:12,4.341518,51.981977,4.343693,51.981233,A=4,300,600,1518094750,1566353727,A,
