revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.357938,51.998283,4.371548,52.009415,A=2,300,600,1570985012,44841079,C,
2017-10-10 00:00,4.358336,51.982197,4.354794,52.019894,A=1,300,600,44715984,44883810,C,
2017-10-10 00:00,4.340671,51.979810,4.358326,52.021068,A=2,300,600,44705211,3669218077,C,
2017-10-10 00:01,4.354232,52.024019,4.348518,52.000586,A=5,300,600,44902395,1413910858,C,
2017-10-10 00:01,4.340747,52.005225,4.349827,52.010576,A=2,300,600,44820485,44846109,B,
2017-10-10 00:01,4.352504,52.021496,4.357300,51.980763,A=1,300,600,2116559760,44709356,B,
2017-10-10 00:02,4.331633,52.011001,4.375891,52.008068,A=3,300,600,1436427185,44835279,B,
2017-10-10 00:02,4.354281,52.015493,4.373158,52.009855,A=3,300,600,663333161,44843122,B,
2017-10-10 00:02,4.350484,52.015408,4.341732,51.987327,A=2,300,600,4846026470,1608998232,B,
2017-10-10 00:03,4.349187,51.998384,4.367917,51.982268,A=2,300,600,1571091924,271407798,B,
2017-10-10 00:03,4.352731,51.993696,4.344140,51.984749,A=4,300,600,1571088224,1402771588,B,
2017-10-10 00:04,4.353284,52.014161,4.340582,51.986631,A=1,300,600,630742373,1608998193,B,
2017-10-10 00:04,4.364173,52.028366,4.365851,52.029108,A=5,300,600,1402613351,5009891969,B,
2017-10-10 00:04,4.354941,51.984053,4.356305,51.984462,A=2,300,600,1584637065,1668136745,B,
2017-10-10 00:05,4.372326,51.999020,4.373870,51.996779,A=5,300,600,2177111543,44784312,B,
2017-10-10 00:05,4.351989,51.984965,4.351255,51.984257,A=5,300,600,1583992769,1830076518,B,
2017-10-10 00:05,4.341400,52.007523,4.339900,52.006752,A=3,300,600,44833169,568720515,A,
2017-10-10 00:06,4.338324,52.007425,4.338299,52.008314,A=2,300,600,559613190,44836371,A,
2017-10-10 00:06,4.365851,52.029108,4.364173,52.028366,A=4,300,600,5009891969,1402613351,A,
2017-10-10 00:07,4.341400,52.007523,4.339900,52.006752,A=5,300,600,44833169,568720515,A,
