revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.366906,52.006413,4.354188,52.001014,A=2,300,600,2268343415,3377240345,C,
2017-10-10 00:00,4.350740,52.000175,4.371306,52.009594,A=5,300,600,3377240325,672983381,C,
2017-10-10 00:01,4.370020,52.010647,4.378508,52.008189,A=3,300,600,4474326710,44835830,C,
2017-10-10 00:01,4.353250,52.002138,4.369110,52.002642,A=3,300,600,4349049067,4300794721,C,
2017-10-10 00:02,4.375644,52.004882,4.370359,52.010330,A=4,300,600,44818949,1413911059,B,
2017-10-10 00:03,4.368182,52.005731,4.350752,51.997599,A=2,300,600,1383461972,2162658839,B,
2017-10-10 00:03,4.376163,52.009338,4.361994,52.008409,A=5,300,600,44840852,44836973,B,
2017-10-10 00:04,4.372003,52.007406,4.361740,52.008784,A=2,300,600,2365613951,44838797,B,
2017-10-10 00:04,4.350661,51.996522,4.345263,51.977979,A=3,300,600,4246422182,44695101,B,
2017-10-10 00:05,4.358529,51.998396,4.363055,52.010157,A=4,300,600,44790947,44844082,B,
2017-10-10 00:06,4.346750,52.010757,4.350300,52.004200,A=2,300,600,1436427166,44815349,B,
2017-10-10 00:06,4.364217,52.013471,4.367770,52.014786,A=2,300,600,44858614,2804747837,B,
2017-10-10 00:07,4.364597,51.990495,4.364940,52.003833,A=3,300,600,1402734930,44814118,B,
2017-10-10 00:07,4.331323,52.013945,4.334827,52.010053,A=1,300,600,1435362520,1435362459,B,
2017-10-10 00:08,4.349393,51.988198,4.334861,51.993663,A=2,300,600,44744586,44770471,B,
2017-10-10 00:08,4.345263,51.977979,4.340609,51.985672,A=3,300,600,44695101,44733375,B,
2017-10-10 00:08,4.344220,51.987379,4.372242,51.990921,A=1,300,600,1608998234,44757714,A,
2017-10-10 00:09,4.351241,52.011366,4.375650,51.998109,A=1,300,600,44849727,5408596942,A,
2017-10-10 00:09,4.345891,52.014202,4.359480,51.981662,A=2,300,600,44861489,1668136737,A,
2017-10-10 00:09,4.347800,51.991200,4.338397,51.994032,A=1,300,600,44759018,44772088,A,
