Model,Type,Available_at,Latitude,Longitude,Origin_id,Autonomy,A
A5_A,autonomous,2017-10-10 00:00,4.375072,52.007673,44833188,8,5
A5_A,autonomous,2017-10-10 00:00,4.377754,52.002136,44808047,8,5
A5_A,autonomous,2017-10-10 00:00,4.371232,52.009562,44841824,8,5
A5_A,autonomous,2017-10-10 00:00,4.365216,52.013357,44858080,8,5
A5_A,autonomous,2017-10-10 00:00,4.354276,52.010631,5119770538,8,5
A5_A,autonomous,2017-10-10 00:00,4.365941,52.010220,1530303598,8,5
A5_A,autonomous,2017-10-10 00:00,4.362636,52.005957,1436427082,8,5
A5_A,autonomous,2017-10-10 00:00,4.366994,52.011047,1530303614,8,5
A5_A,autonomous,2017-10-10 00:00,4.348890,52.003614,44813588,8,5
A5_A,autonomous,2017-10-10 00:00,4.380750,51.996790,5008459650,8,5
A5_A,autonomous,2017-10-10 00:00,4.358580,52.003238,44812602,8,5
A5_A,autonomous,2017-10-10 00:00,4.363916,52.006381,1854067403,8,5
A5_A,autonomous,2017-10-10 00:00,4.358155,52.010483,1391417276,8,5
A5_A,autonomous,2017-10-10 00:00,4.381405,52.006657,1410537016,8,5
A5_A,autonomous,2017-10-10 00:00,4.352339,52.005803,44823645,8,5
A5_A,autonomous,2017-10-10 00:00,4.362546,52.004555,2166211039,8,5
A5_A,autonomous,2017-10-10 00:00,4.382254,51.994377,1402735015,8,5
A5_A,autonomous,2017-10-10 00:00,4.354340,52.004007,44814384,8,5
A5_A,autonomous,2017-10-10 00:00,4.381944,52.005783,503608237,8,5
A5_A,autonomous,2017-10-10 00:00,4.358849,52.001063,5228952802,8,5
A5_A,autonomous,2017-10-10 00:00,4.365601,52.008238,44836387,8,5
A5_A,autonomous,2017-10-10 00:00,4.364728,52.010053,44843624,8,5
A5_A,autonomous,2017-10-10 00:00,4.373286,52.010006,44843629,8,5
A5_A,autonomous,2017-10-10 00:00,4.351486,52.003632,44813589,8,5
A5_A,autonomous,2017-10-10 00:00,4.368729,52.012111,44852796,8,5
A5_A,autonomous,2017-10-10 00:00,4.377200,52.009040,44839614,8,5
A5_A,autonomous,2017-10-10 00:00,4.367492,51.991846,1391531482,8,5
A5_A,autonomous,2017-10-10 00:00,4.363055,52.010157,44844082,8,5
A5_A,autonomous,2017-10-10 00:00,4.378681,52.005188,44820019,8,5
A5_A,autonomous,2017-10-10 00:00,4.375128,52.010763,44847038,8,5
A5_A,autonomous,2017-10-10 00:00,4.375466,51.996854,359175432,8,5
A5_A,autonomous,2017-10-10 00:00,4.384577,51.979728,1433962646,8,5
A5_A,autonomous,2017-10-10 00:00,4.372295,52.007381,44831894,8,5
A5_A,autonomous,2017-10-10 00:00,4.361009,52.006384,1413910993,8,5
A5_A,autonomous,2017-10-10 00:00,4.362292,52.012474,1391531760,8,5
A5_A,autonomous,2017-10-10 00:00,4.374197,52.006188,4486831034,8,5
A5_A,autonomous,2017-10-10 00:00,4.381559,51.996572,5008459643,8,5
A5_A,autonomous,2017-10-10 00:00,4.355233,52.005722,4261100545,8,5
A5_A,autonomous,2017-10-10 00:00,4.372862,52.006292,5171875774,8,5
A5_A,autonomous,2017-10-10 00:00,4.380792,52.002801,44811259,8,5
A5_A,autonomous,2017-10-10 00:00,4.364520,51.996555,1584013994,8,5
A5_A,autonomous,2017-10-10 00:00,4.353387,52.006844,44829226,8,5
