revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.338453,52.001266,4.352644,52.006946,A=2,300,600,1552651321,44829651,C,
2017-10-10 00:00,4.347218,51.993318,4.336707,51.993997,A=5,300,600,44768932,44772086,C,
2017-10-10 00:00,4.368522,52.006519,4.337504,51.994375,A=5,300,600,3668622347,1833104301,C,
2017-10-10 00:01,4.349520,51.987936,4.353874,52.024300,A=4,300,600,44743776,3684805925,C,
2017-10-10 00:01,4.344414,51.985580,4.366175,52.004329,A=1,300,600,4474353180,44815831,B,
2017-10-10 00:01,4.376279,51.988240,4.350891,52.005175,A=4,300,600,1433962966,44820010,B,
2017-10-10 00:02,4.368630,51.989841,4.338001,51.979703,A=3,300,600,1402734881,1774593249,B,
2017-10-10 00:02,4.345082,52.014441,4.343934,51.999792,A=2,300,600,44862215,1413910851,B,
2017-10-10 00:02,4.345899,51.990653,4.350424,52.019039,A=2,300,600,1679761094,44880444,B,
2017-10-10 00:03,4.343369,51.989623,4.374761,52.006160,A=2,300,600,792053933,4486831035,B,
2017-10-10 00:04,4.372052,52.015202,4.340671,51.979810,A=5,300,600,44865435,44705211,B,
2017-10-10 00:05,4.355638,51.979681,4.335342,51.984505,A=2,300,600,1800461536,1402771568,B,
2017-10-10 00:05,4.331413,52.011173,4.352009,52.003191,A=1,300,600,1436427189,2321923795,B,
2017-10-10 00:05,4.347863,52.010612,4.336283,51.985915,A=1,300,600,44846107,1608998178,B,
2017-10-10 00:06,4.345018,51.978564,4.381526,51.997703,A=1,300,600,1668136713,750069942,B,
2017-10-10 00:06,4.352158,52.023097,4.357842,52.026811,A=3,300,600,44897956,526397638,B,
2017-10-10 00:07,4.363521,52.011118,4.341543,52.006031,A=1,300,600,44848456,44824645,A,
2017-10-10 00:08,4.360185,51.995030,4.381596,52.006521,A=4,300,600,44776713,1410536956,A,
2017-10-10 00:08,4.332291,52.009921,4.332012,52.010146,A=1,300,600,44843105,44844062,A,
2017-10-10 00:08,4.347397,52.014083,4.350428,52.020251,A=3,300,600,1620223996,321677249,A,
