Model,Type,Available_at,Latitude,Longitude,Origin_id,Autonomy,A
A5_A,autonomous,2017-10-10 00:00,4.365130,52.008693,44838418,8,5
A5_A,autonomous,2017-10-10 00:00,4.340442,51.980710,1518087739,8,5
A5_A,autonomous,2017-10-10 00:00,4.361137,52.016904,285743580,8,5
A5_A,autonomous,2017-10-10 00:00,4.366460,51.986351,1402734506,8,5
A5_A,autonomous,2017-10-10 00:00,4.352414,52.021833,44891904,8,5
A5_A,autonomous,2017-10-10 00:00,4.351669,52.016496,2367860700,8,5
A5_A,autonomous,2017-10-10 00:00,4.375099,52.012530,44854747,8,5
A5_A,autonomous,2017-10-10 00:00,4.359996,52.019832,44883632,8,5
A5_A,autonomous,2017-10-10 00:00,4.341326,51.983429,1518087814,8,5
A5_A,autonomous,2017-10-10 00:00,4.354748,51.996812,626009978,8,5
A5_A,autonomous,2017-10-10 00:00,4.359300,52.018245,44877391,8,5
A5_A,autonomous,2017-10-10 00:00,4.351854,52.016643,2323108159,8,5
A5_A,autonomous,2017-10-10 00:00,4.387854,51.996828,1402668039,8,5
A5_A,autonomous,2017-10-10 00:00,4.353662,52.019880,44883809,8,5
A5_A,autonomous,2017-10-10 00:00,4.338174,51.981443,1448535764,8,5
A5_A,autonomous,2017-10-10 00:00,4.368406,52.018608,44878928,8,5
A5_A,autonomous,2017-10-10 00:00,4.339095,51.979213,1448535731,8,5
A5_A,autonomous,2017-10-10 00:00,4.358891,52.022135,365993503,8,5
A5_A,autonomous,2017-10-10 00:00,4.352861,52.023409,44899446,8,5
A5_A,autonomous,2017-10-10 00:00,4.355306,51.996867,839334890,8,5
A5_A,autonomous,2017-10-10 00:00,4.357292,51.995008,1558185438,8,5
A5_A,autonomous,2017-10-10 00:00,4.354307,51.994434,1421472390,8,5
A5_A,autonomous,2017-10-10 00:00,4.346963,51.995698,1258470848,8,5
A5_A,autonomous,2017-10-10 00:00,4.361671,52.019346,3669180604,8,5
A5_A,autonomous,2017-10-10 00:00,4.351600,51.992100,44763127,8,5
