Model,Type,Available_at,Latitude,Longitude,Origin_id,Autonomy,A
A5_A,autonomous,2017-10-10 00:00,4.331903,52.010785,1436427169,8,5
A5_A,autonomous,2017-10-10 00:00,4.342254,51.996051,44781481,8,5
A5_A,autonomous,2017-10-10 00:00,4.344335,51.994585,1448535887,8,5
A5_A,autonomous,2017-10-10 00:00,4.356601,52.015428,44866152,8,5
A5_A,autonomous,2017-10-10 00:00,4.349745,51.998354,1576632846,8,5
A5_A,autonomous,2017-10-10 00:00,4.365479,52.018378,44878168,8,5
A5_A,autonomous,2017-10-10 00:00,4.376617,52.007078,44830592,8,5
A5_A,autonomous,2017-10-10 00:00,4.355135,51.996788,839335227,8,5
A5_A,autonomous,2017-10-10 00:00,4.336466,52.001179,565034413,8,5
A5_A,autonomous,2017-10-10 00:00,4.381779,52.006017,503608252,8,5
A5_A,autonomous,2017-10-10 00:00,4.338299,52.008314,44836371,8,5
A5_A,autonomous,2017-10-10 00:00,4.356223,52.025555,44909275,8,5
A5_A,autonomous,2017-10-10 00:00,4.353390,52.006273,44825833,8,5
A5_A,autonomous,2017-10-10 00:00,4.353843,52.005840,44823646,8,5
A5_A,autonomous,2017-10-10 00:00,4.369629,51.993073,1391531499,8,5
A5_A,autonomous,2017-10-10 00:00,4.352396,52.011811,484689684,8,5
A5_A,autonomous,2017-10-10 00:00,4.354139,52.001082,1448535920,8,5
A5_A,autonomous,2017-10-10 00:00,4.342206,51.996388,44782444,8,5
A5_A,autonomous,2017-10-10 00:00,4.376667,51.999287,44795688,8,5
A5_A,autonomous,2017-10-10 00:00,4.345165,51.996573,1448535909,8,5
A5_C,conventional,2017-10-10 00:00,4.353978,51.984564,1934419111,8,5
A5_C,conventional,2017-10-10 00:00,4.364254,51.983087,2165169376,8,5
A5_C,conventional,2017-10-10 00:00,4.341562,51.999786,1552650568,8,5
A5_C,conventional,2017-10-10 00:00,4.349587,52.003913,44814382,8,5
A5_C,conventional,2017-10-10 00:00,4.350395,52.010775,44846572,8,5
A5_C,conventional,2017-10-10 00:00,4.344030,51.980444,1478186078,8,5
A5_C,conventional,2017-10-10 00:00,4.370603,51.981362,44711996,8,5
A5_C,conventional,2017-10-10 00:00,4.337674,51.988298,1608998290,8,5
A5_C,conventional,2017-10-10 00:00,4.339538,52.005398,568743900,8,5
A5_C,conventional,2017-10-10 00:00,4.385056,51.997447,1620839921,8,5
A5_C,conventional,2017-10-10 00:00,4.350740,52.000175,3377240325,8,5
A5_C,conventional,2017-10-10 00:00,4.334850,52.014765,1435362537,8,5
A5_C,conventional,2017-10-10 00:00,4.340246,52.008087,1435362415,8,5
A5_C,conventional,2017-10-10 00:00,4.360397,51.994612,44774832,8,5
A5_C,conventional,2017-10-10 00:00,4.343340,51.994870,5374808913,8,5
A5_C,conventional,2017-10-10 00:00,4.329230,52.012124,4955735207,8,5
A5_C,conventional,2017-10-10 00:00,4.365073,52.020509,44890553,8,5
A5_C,conventional,2017-10-10 00:00,4.342718,51.983734,1519890053,8,5
A5_C,conventional,2017-10-10 00:00,4.372242,51.990921,44757714,8,5
A5_C,conventional,2017-10-10 00:00,4.387579,51.994335,130116959,8,5
A5_D,dual,2017-10-10 00:00,4.348371,52.005930,44824388,8,5
A5_D,dual,2017-10-10 00:00,4.353197,52.021765,3669218097,8,5
A5_D,dual,2017-10-10 00:00,4.363577,52.028020,1402613341,8,5
A5_D,dual,2017-10-10 00:00,4.346161,51.998610,313319585,8,5
A5_D,dual,2017-10-10 00:00,4.363523,52.004393,1569647891,8,5
A5_D,dual,2017-10-10 00:00,4.353011,52.001757,4217813223,8,5
A5_D,dual,2017-10-10 00:00,4.381275,52.006644,1410537007,8,5
A5_D,dual,2017-10-10 00:00,4.364940,52.003833,44814118,8,5
A5_D,dual,2017-10-10 00:00,4.346856,52.007780,44833576,8,5
A5_D,dual,2017-10-10 00:00,4.367850,51.987065,44739628,8,5
A5_D,dual,2017-10-10 00:00,4.342934,52.014199,44861089,8,5
A5_D,dual,2017-10-10 00:00,4.375053,51.982232,44716505,8,5
A5_D,dual,2017-10-10 00:00,4.363053,51.986037,44735133,8,5
A5_D,dual,2017-10-10 00:00,4.370171,52.010504,4552156086,8,5
A5_D,dual,2017-10-10 00:00,4.369110,52.002642,4300794721,8,5
A5_D,dual,2017-10-10 00:00,4.357123,51.986215,44735955,8,5
A5_D,dual,2017-10-10 00:00,4.385056,51.997447,1620839921,8,5
A5_D,dual,2017-10-10 00:00,4.346458,51.988092,1510592134,8,5
A5_D,dual,2017-10-10 00:00,4.358758,52.002735,44810830,8,5
A5_D,dual,2017-10-10 00:00,4.366892,52.018983,44880082,8,5
