revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:00,4.344257,52.000042,4.353312,52.015364,A=1,300,600,643586468,44865755,C,
2017-10-10 00:00,4.350599,52.015328,4.359298,52.013362,A=1,300,600,4801236440,1530303707,C,
2017-10-10 00:00,4.373158,52.009855,4.340280,52.013091,A=1,300,600,44843122,1449050797,C,
2017-10-10 00:00,4.358529,51.998396,4.344094,51.978415,A=2,300,600,44790947,1668136712,C,
2017-10-10 00:01,4.342064,52.013697,4.354188,52.001014,A=5,300,600,44859593,3377240345,C,
2017-10-10 00:01,4.344052,52.007195,4.359075,51.983797,A=3,300,600,265090298,44723632,C,
2017-10-10 00:01,4.378059,52.006423,4.350367,52.014495,A=1,300,600,44827071,4846026447,C,
2017-10-10 00:01,4.353196,52.016956,4.346861,51.997207,A=3,300,600,1505631026,2296738292,C,
2017-10-10 00:02,4.368051,51.991041,4.381559,51.996572,A=3,300,600,1402734949,5008459643,C,
2017-10-10 00:03,4.356601,52.015428,4.356366,52.017226,A=4,300,600,44866152,44873602,C,
2017-10-10 00:03,4.376643,52.015063,4.353410,51.995949,A=3,300,600,44864531,1558185442,C,
2017-10-10 00:04,4.361468,52.026956,4.339560,52.006314,A=5,300,600,1501364218,1435362342,C,
2017-10-10 00:05,4.337504,51.994375,4.368848,52.015603,A=3,300,600,1833104301,1851699238,C,
2017-10-10 00:05,4.382119,51.994870,4.343115,51.987529,A=4,300,600,1402667974,1608998249,C,
2017-10-10 00:06,4.375664,52.004104,4.361445,52.014321,A=3,300,600,44814942,44861853,C,
2017-10-10 00:07,4.368729,52.012111,4.344414,51.985580,A=4,300,600,44852796,4474353180,C,
2017-10-10 00:08,4.364133,52.014970,4.349349,52.011965,A=5,300,600,44864523,44852056,C,
2017-10-10 00:08,4.336977,52.012134,4.351862,52.008323,A=1,300,600,44852763,44836384,C,
2017-10-10 00:09,4.365381,52.010739,4.347900,52.015500,A=2,300,600,1580650064,44866501,C,
2017-10-10 00:10,4.342400,52.012800,4.360663,51.984821,A=4,300,600,44856076,1667696845,C,
2017-10-10 00:10,4.354748,51.996812,4.358623,52.021100,A=3,300,600,626009978,3669218081,B,
2017-10-10 00:10,4.352759,52.010399,4.342142,51.979705,A=4,300,600,486605682,1668136725,B,
2017-10-10 00:11,4.368881,51.985023,4.343355,51.984524,A=2,300,600,44730619,1402771582,B,
2017-10-10 00:12,4.365430,52.007741,4.356404,52.013271,A=1,300,600,44833183,1576709877,B,
2017-10-10 00:12,4.363655,51.982256,4.366803,52.002015,A=3,300,600,1570983072,2572707866,B,
2017-10-10 00:12,4.343809,51.981255,4.359962,51.987539,A=4,300,600,5172677177,1571087335,B,
2017-10-10 00:13,4.381164,52.006564,4.343267,51.999728,A=5,300,600,1410536974,643586490,B,
2017-10-10 00:14,4.346336,52.010799,4.346132,51.994669,A=1,300,600,44847009,1584013959,B,
2017-10-10 00:15,4.342980,52.012158,4.341104,51.982942,A=4,300,600,44852769,1519889961,B,
2017-10-10 00:15,4.347597,52.009103,4.362763,51.981498,A=2,300,600,479606973,1570982849,B,
2017-10-10 00:16,4.358971,52.017860,4.358443,51.997219,A=3,300,600,44875781,44786364,B,
2017-10-10 00:16,4.366537,52.002191,4.364274,52.008076,A=5,300,600,2106976223,311132084,B,
2017-10-10 00:16,4.363001,52.018147,4.348606,52.010021,A=3,300,600,44876979,44843611,B,
2017-10-10 00:16,4.354873,52.006948,4.348287,51.982662,A=4,300,600,44829654,1566353937,B,
2017-10-10 00:16,4.338453,52.001266,4.335236,51.984491,A=4,300,600,1552651321,1402771566,B,
2017-10-10 00:17,4.377488,52.002900,4.367308,52.003648,A=3,300,600,44811672,44813350,B,
2017-10-10 00:17,4.376757,52.008657,4.368660,52.010513,A=2,300,600,44837783,312033061,B,
2017-10-10 00:18,4.329881,52.009554,4.363894,52.023556,A=4,300,600,1805100661,1402598685,B,
2017-10-10 00:19,4.366972,51.985279,4.353357,51.983918,A=3,300,600,2381861261,1584637042,B,
2017-10-10 00:20,4.361172,51.986068,4.359358,51.983185,A=5,300,600,1668136760,44720722,B,
2017-10-10 00:20,4.367308,52.003648,4.362488,52.024479,A=3,300,600,44813350,1402644634,B,
2017-10-10 00:21,4.366175,52.004329,4.352802,52.011768,A=3,300,600,44815831,44851134,B,
2017-10-10 00:21,4.357132,52.009945,4.357838,52.014129,A=2,300,600,1391417256,1530303713,B,
2017-10-10 00:22,4.344351,51.981358,4.366267,52.017681,A=5,300,600,1566353742,44875062,B,
2017-10-10 00:22,4.357013,51.981431,4.352231,51.992816,A=3,300,600,44712549,44766586,B,
2017-10-10 00:22,4.358703,52.004748,4.361628,52.008497,A=4,300,600,4617340527,44837441,B,
2017-10-10 00:23,4.363494,52.028088,4.370972,52.003574,A=5,300,600,1402613343,1382111428,B,
2017-10-10 00:23,4.347724,52.007016,4.345925,51.995255,A=5,300,600,339548365,44777528,B,
2017-10-10 00:23,4.353250,52.002138,4.380876,52.006316,A=4,300,600,4349049067,65240432,B,
2017-10-10 00:24,4.372146,51.991277,4.367627,51.990936,A=3,300,600,44759045,1402734944,B,
2017-10-10 00:25,4.342764,51.978202,4.381405,52.006657,A=3,300,600,1668136707,1410537016,B,
2017-10-10 00:26,4.332012,52.010146,4.332659,52.013804,A=1,300,600,44844062,1435362518,B,
2017-10-10 00:26,4.349308,51.980550,4.358966,52.007557,A=5,300,600,60247463,4564972422,B,
2017-10-10 00:27,4.330019,52.007659,4.358326,52.021068,A=5,300,600,4798458925,3669218077,B,
2017-10-10 00:27,4.363139,51.984796,4.348890,52.003614,A=2,300,600,44729070,44813588,B,
2017-10-10 00:28,4.347602,51.998863,4.368234,51.998975,A=1,300,600,1571092174,44793651,B,
2017-10-10 00:28,4.352257,52.008424,4.379882,52.004135,A=5,300,600,44836967,44814944,B,
