revealing,pickup_x,pickup_y,dropoff_x,dropoff_y,order,pickup_lateness,delivery_lateness,pk_node_id,dl_node_id,sl_class,id
2017-10-10 00:08,4.358757,51.988773,4.366815,51.985305,A=2,300,600,1402734731,1402734468,C,
2017-10-10 00:14,4.344414,51.985580,4.344758,51.984846,A=3,300,600,4474353180,4176994572,C,
2017-10-10 00:21,4.344195,51.985895,4.336825,51.983374,A=3,180,300,1402771630,1448535790,B,
2017-10-10 00:28,4.354884,52.008871,4.361628,52.008497,A=5,180,300,4261101421,44837441,B,
2017-10-10 00:36,4.365476,52.014045,4.356482,52.018362,A=2,180,300,3669138204,1371031524,B,
2017-10-10 00:45,4.364753,52.007644,4.364414,52.004414,A=2,180,300,44832725,1569647863,B,
2017-10-10 00:53,4.343734,51.989681,4.344575,51.986136,A=5,180,300,44750038,1402771643,B,
2017-10-10 00:59,4.376573,52.011243,4.379520,52.007428,A=3,180,300,2804814348,549920740,B,
2017-10-10 01:08,4.344792,51.997372,4.338453,52.001266,A=1,120,0,1448535913,1552651321,A,
2017-10-10 01:14,4.369110,52.002642,4.370710,51.995623,A=5,120,0,4300794721,1433963006,A,
