Model,Type,Available_at,Latitude,Longitude,Origin_id,Autonomy,A
A5_A,autonomous,2017-10-10 00:00,4.365408,51.982541,1570983154,8,5
A5_A,autonomous,2017-10-10 00:00,4.353633,52.019955,315119898,8,5
A5_A,autonomous,2017-10-10 00:00,4.333409,52.012124,1435362488,8,5
A5_A,autonomous,2017-10-10 00:00,4.373286,52.010006,44843629,8,5
A5_A,autonomous,2017-10-10 00:00,4.366194,52.018684,44878925,8,5
A5_A,autonomous,2017-10-10 00:00,4.385952,51.989351,735308408,8,5
A5_A,autonomous,2017-10-10 00:00,4.370789,52.010546,2588260101,8,5
A5_A,autonomous,2017-10-10 00:00,4.343792,51.999890,643586473,8,5
A5_C,conventional,2017-10-10 00:00,4.340180,52.014715,2635624115,8,5
A5_C,conventional,2017-10-10 00:00,4.378059,52.006423,44827071,8,5
A5_C,conventional,2017-10-10 00:00,4.373870,51.996779,44784312,8,5
A5_C,conventional,2017-10-10 00:00,4.343851,52.016479,44870334,8,5
A5_C,conventional,2017-10-10 00:00,4.369464,51.978996,1512025431,8,5
A5_C,conventional,2017-10-10 00:00,4.377230,51.998458,44791366,8,5
A5_C,conventional,2017-10-10 00:00,4.343526,51.983830,1519890058,8,5
A5_C,conventional,2017-10-10 00:00,4.341526,52.005567,44822066,8,5
A5_D,dual,2017-10-10 00:00,4.377230,51.998458,44791366,8,5
A5_D,dual,2017-10-10 00:00,4.356469,51.980952,1668136729,8,5
A5_D,dual,2017-10-10 00:00,4.361289,51.988053,1402734618,8,5
A5_D,dual,2017-10-10 00:00,4.355900,52.025850,44910798,8,5
A5_D,dual,2017-10-10 00:00,4.378338,52.006942,44829675,8,5
A5_D,dual,2017-10-10 00:00,4.341897,51.993979,1679761149,8,5
A5_D,dual,2017-10-10 00:00,4.370340,52.004420,1448509882,8,5
A5_D,dual,2017-10-10 00:00,4.376971,51.999368,44796086,8,5
